co_seq_curso,no_curso,qt_carga_horaria_total,co_seq_orgao,sg_orgao,no_orgao,no_formato,no_nivel,no_modalidade,ds_imagem,status,status_ordem,rank,metadata_coleta,id,titulo,descricao,carga_horaria,categoria,publico_alvo,palavras_chave,link,vagas,numero_vagas,qt_vagas,vagas_disponiveis,inicio_inscricao,fim_inscricao,data_inicio,data_fim,modalidade,tipo_curso,nivel,area_tematica,instituicao,coordenador,tutores,certificacao,pre_requisitos,objetivos,metodologia,avaliacao,bibliografia
46631,Cuidado em Saúde Bucal para Pessoas com Deficiência na Atenção Primária à Saúde,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46631_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703014', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46622,Cuidado em Saúde Bucal para Pessoas em Situações de Urgências Odontológicas,120,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46622_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703025', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46779,Cuidado em Situações Frequentes de Dor,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46779_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703029', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45491,Cuidado Paliativo em Atenção Domiciliar,180,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/45491_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703032', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47046,Cuidado Paliativo na Rede de Atenção do Sistema Único de Saúde,210,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/47046_180.jpg,com oferta em andamento,2,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703036', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,Cuidadores e a Atenção Domiciliar,30,10,UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6379_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703040', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45649,Cuidados Básicos com a Saúde Bucal de Pessoas Idosas,20,4511702,UFRGS,Universidade Federal do Rio Grande do Sul,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45649_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703043', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46623,Cuidados de Enfermagem para a pessoa idosa na Atenção Primária à Saúde,12,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46623_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703047', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47071,Curso Básico do SEI!/MS - 4.0,30,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47071_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703050', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850,CURSO CRISE E URGÊNCIA EM SAÚDE MENTAL,100,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/35850_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703054', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44126,Curso de Aperfeiçoamento em Atenção Domiciliar,180,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/44126_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703059', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44821,Curso de Aperfeiçoamento em Atenção Domiciliar 1,180,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/44821_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703078', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46774,Curso de Aperfeiçoamento Multiprofissional de Preceptores para Integração Ensino e Serviço nos Territórios de Saúde,180,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/46774_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703082', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35828,Curso de Atualização em Saúde Mental da Infância e Adolescência no Âmbito da Rede de Atenção Psicossocial,100,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/35828_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703085', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Curso de Capacitação a Distância em Saúde, Desastres e Desenvolvimento - versão 1",95,27,UFRJ,Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/71_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:42.703089', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28621,"Curso de Capacitação a Distância em Saúde, Desastres e Desenvolvimento - versão 2",50,27,UFRJ,Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28621_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032569', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28622,"Curso de Capacitação a Distância em Saúde, Desastres e Desenvolvimento - versão 3",74,27,UFRJ,Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28622_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032585', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6579,Curso de Capacitação de Profissionais dos Núcleos de Apoio á Saúde da Família - NASF MS,180,11,UFMS,Universidade Federal do Mato Grosso do Sul,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6579_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032591', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28640,Curso de Capacitação em saúde Mental e trabalho em rede: demandas relacionadas ao consumo de álcool e outras drogas,120,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28640_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032595', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28601,Curso de Capacitação Profissional em Implantação e Gerenciamento do Serviço de Atenção Domiciliar,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28601_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032599', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43899,Curso de Capacitação Profissional em Princípios do Cuidado Domiciliar 1,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/43899_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032603', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Curso de Especialização em Atenção Básica em Saúde da Família,360,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/379_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032607', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44885,Curso de Especialização em Atenção Domiciliar,360,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/44885_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032610', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45006,Curso de Especialização em Gestão do Cuidado em Saúde da Família,360,4511581,UFAL,Universidade Federal de Alagoas,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/45006_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032614', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Curso de Especialização em Saúde Coletiva com Concentração em Gestão da Atenção Básica - Ênfase em Saúde da Família (PROVAB),480,1297001,UFBA,Universidade Federal da Bahia,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/581_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032618', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45094,Curso de Especialização em Saúde Coletiva: concentração em Atenção Básica - Saúde da Família,374,1297001,UFBA,Universidade Federal da Bahia,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/45094_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032622', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Curso de Especialização em Saúde da Família,450,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/499_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032625', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Curso de Especialização em Saúde da Família,420,3,UERJ,Universidade do Estado do Rio de Janeiro,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/83_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032629', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43918,Curso de Especialização em Saúde da Família,390,8,UNB,Universidade de Brasília,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/43918_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032633', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45007,Curso de Especialização em Saúde da Família,364,16,UFPA,Universidade Federal do Pará,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/45007_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032637', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Curso de Especialização em Saúde da Família,384,4,UFC,Universidade Federal do Ceará,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/92_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032640', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,CURSO DE ESPECIALIZAÇÃO EM SAÚDE DA FAMÍLIA - BAIXADA FLUMINENSE,360,24,CISBAF,Consórcio Intermunicipal de Saúde da Baixada Fluminense,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/67_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032644', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Curso de Especialização em Saúde da Família - Educação a Distância,360,9,UFPEL,Universidade Federal de Pelotas,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/80_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032647', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,Curso de Especialização em Saúde da Pessoa Idosa,420,3,UERJ,Universidade do Estado do Rio de Janeiro,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/6299_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032651', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Curso de Especialização em Saúde Materno-Infantil,390,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/82_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032654', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,Curso de Especialização Estratégia Saúde da Família,360,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/6419_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:44.032657', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45523,Curso de Especialização Lato Sensu em Saúde da Família e Comunidade,420,18,UEA,Universidade do Estado do Amazonas,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/45523_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354734', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,Curso de Especialização Multiprofissional na Atenção Básica,390,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/6420_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354748', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45024,Curso de Especialização na Atenção Básica,390,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/45024_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354753', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"Curso de Especialização, Pesquisa e Inovação em Saúde da Família",368,4,UFC,Universidade Federal do Ceará,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/279_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354757', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44523,Curso de Eventos Agudos em Situações Crônicas de Saúde,90,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44523_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354761', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Curso de Formação de Tutores - UnA-SUS,45,13,UNIFESP,Universidade Federal de São Paulo,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/74_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354766', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Curso de Geoprocessamento em Saúde,120,237,UFG,Universidade Federal de Goiás,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/139_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354770', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,Curso de Gestão da Assistência Farmacêutica:  EaD,450,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/6819_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354804', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44042,Curso de Gestão da Assistência Farmacêutica - EaD:  Aperfeiçoamento,300,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44042_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354808', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44043,Curso de Gestão da Assistência Farmacêutica - EaD: Especialização,360,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/44043_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354812', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Curso de Introdução à Atenção Domiciliar,30,4,UFC,Universidade Federal do Ceará,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/479_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354815', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6580,Curso de Introdução e Acolhimento aos Trabalhadores no AVA Moodle - A Saúde Baseada em Evidências e a Clínica Ampliada,40,11,UFMS,Universidade Federal do Mato Grosso do Sul,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6580_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354819', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Curso de Pós-Graduação em Atenção Básica em Saúde da Família,405,11,UFMS,Universidade Federal do Mato Grosso do Sul,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/85_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354822', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45183,Curso de Pós-Graduação em Atenção Básica em Saúde da Família,430,4511621,FIOCRUZ - MS,Fundação Oswaldo Cruz - Mato Grosso do Sul,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/45183_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354826', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599,CURSO DE PÓS-GRADUAÇÃO EM ESTRATÉGIA DE SAÚDE DA FAMÍLIA,360,15,UNIRIO,Universidade Federal do Estado do Rio de Janeiro,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/6599_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354830', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36111,Curso Saúde da Pessoa Idosa,30,4,UFC,Universidade Federal do Ceará,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/36111_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354833', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44984,Delineando um projeto de pesquisa,60,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44984_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354837', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45291,Dengue: Casos Clínicos para Atualização do Manejo,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45291_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354840', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44701,Dengue: Casos Clínicos para Atualização do Manejo,10,4510421,FIOCRUZ - SE/UNA-SUS,Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44701_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354844', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47003,Dengue: Casos Clínicos para Atualização do Manejo (2024),10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47003_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-28T09:02:45.354847', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
