co_seq_curso,no_curso,qt_carga_horaria_total,co_seq_orgao,sg_orgao,no_orgao,no_formato,no_nivel,no_modalidade,ds_imagem,status,status_ordem,rank,metadata_coleta,id,titulo,descricao,carga_horaria,categoria,publico_alvo,palavras_chave,link,vagas,numero_vagas,qt_vagas,vagas_disponiveis,inicio_inscricao,fim_inscricao,data_inicio,data_fim,modalidade,tipo_curso,nivel,area_tematica,instituicao,coordenador,tutores,certificacao,pre_requisitos,objetivos,metodologia,avaliacao,bibliografia
7019,Capacitação de Profissionais da Odontologia Brasileira Vinculados ao SUS para a Atenção e o Cuidado da Saúde Bucal da Pessoa com Deficiência,160,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/7019_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:46.583242', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,Capacitação em Dependência Química,150,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6500_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:46.583246', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Capacitação em Eventos Agudos na Atenção Básica,120,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/579_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928017', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44201,Capacitação em Saúde da Pessoa Idosa,180,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/44201_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928037', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499,Capacitação em Saúde Mental,150,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6499_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928042', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44607,Capacitação em Saúde Mental na Atenção Primária,180,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Outra,https://ppuview.unasus.gov.br/arouca_imagens/44607_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928047', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Capacitação sobre Influenza para Profissionais de Vigilância em Saúde,80,4,UFC,Universidade Federal do Ceará,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/299_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928052', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46746,Certificado Digital,10,237,UFG,Universidade Federal de Goiás,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46746_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928055', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46633,Classificação de Risco e Vulnerabilidades na Atenção Primária em Saúde,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46633_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928059', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45394,CLINICA DA SAÚDE MENTAL NA ATENÇÃO PRIMÁRIA EM SAÚDE: TRANSTORNOS MENTAIS COMUNS (TMC),45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45394_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928063', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47022,Como Buscar Evidências Científicas nas Bases de Dados da Área da Saúde,40,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47022_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928066', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46759,Comunicação Efetiva com a Pessoa com Deficiência Auditiva e Surda na Atenção Primária em Saúde,180,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/46759_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928071', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46882,"Comunicação, perda auditiva e atenção à saúde da pessoa com deficiência auditiva e surda: uma inter-relação necessária",60,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46882_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928074', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45299,Condições Clínicas e Agravos à Saúde Frequentes em Pessoas Idosas,16,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45299_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928078', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46646,Condições Clínicas e Agravos à Saúde Frequentes na Pessoa Idosa,16,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46646_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928082', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28644,Conhecendo a Realidade da Saúde Indígena no Brasil,60,13,UNIFESP,Universidade Federal de São Paulo,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28644_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928086', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47023,Conhecendo o Guia Alimentar para a População Brasileira,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47023_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928089', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47037,Consentimento Livre e Esclarecido,2,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47037_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928095', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46675,Contato Covid - Rastreamento e Monitoramento dos Contatos dos Casos de Covid-19,10,9,UFPEL,Universidade Federal de Pelotas,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46675_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928100', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44783,"Controle, Avaliação e Regulação dos Serviços em Saúde",30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44783_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928103', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45305,Controle do tabagismo na Atenção Básica,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45305_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928107', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46770,Cuidado aos Pacientes Vítimas de Queimadura,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46770_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928111', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45522,Cuidado à Pessoa com Multimorbidade e Polimedicamentos,45,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45522_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:47.928114', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46641,Cuidado da Criança e Adolescente com Sobrepeso e Obesidade na Atenção Primária à Saúde,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46641_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128425', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46712,"Cuidado em Casos de Mordedura de Animais e Intoxicação por Animais Peçonhentos, Plantas Tóxicas e Medicamentos",30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46712_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128438', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46718,Cuidado em Crises Epilépticas e Epilepsia,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46718_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128443', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46684,Cuidado em Reações Anafiláticas,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46684_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128448', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46685,Cuidado em Saúde Bucal da Pessoa com Doença Infecciosa Transmissível,60,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46685_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128452', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46401,Cuidado em Saúde Bucal para Gestantes e Puérperas,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46401_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128456', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46631,Cuidado em Saúde Bucal para Pessoas com Deficiência na Atenção Primária à Saúde,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46631_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128460', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46622,Cuidado em Saúde Bucal para Pessoas em Situações de Urgências Odontológicas,120,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46622_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128464', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46779,Cuidado em Situações Frequentes de Dor,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46779_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128469', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45491,Cuidado Paliativo em Atenção Domiciliar,180,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/45491_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128493', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47046,Cuidado Paliativo na Rede de Atenção do Sistema Único de Saúde,210,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/47046_180.jpg,com oferta em andamento,2,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128497', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,Cuidadores e a Atenção Domiciliar,30,10,UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6379_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128500', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45649,Cuidados Básicos com a Saúde Bucal de Pessoas Idosas,20,4511702,UFRGS,Universidade Federal do Rio Grande do Sul,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45649_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128504', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46623,Cuidados de Enfermagem para a pessoa idosa na Atenção Primária à Saúde,12,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46623_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128508', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47071,Curso Básico do SEI!/MS - 4.0,30,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47071_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128512', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850,CURSO CRISE E URGÊNCIA EM SAÚDE MENTAL,100,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/35850_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128516', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44126,Curso de Aperfeiçoamento em Atenção Domiciliar,180,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/44126_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128520', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44821,Curso de Aperfeiçoamento em Atenção Domiciliar 1,180,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/44821_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128523', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46774,Curso de Aperfeiçoamento Multiprofissional de Preceptores para Integração Ensino e Serviço nos Territórios de Saúde,180,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/46774_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128527', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35828,Curso de Atualização em Saúde Mental da Infância e Adolescência no Âmbito da Rede de Atenção Psicossocial,100,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/35828_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128531', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Curso de Capacitação a Distância em Saúde, Desastres e Desenvolvimento - versão 1",95,27,UFRJ,Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/71_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:49.128535', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28621,"Curso de Capacitação a Distância em Saúde, Desastres e Desenvolvimento - versão 2",50,27,UFRJ,Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28621_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338688', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28622,"Curso de Capacitação a Distância em Saúde, Desastres e Desenvolvimento - versão 3",74,27,UFRJ,Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28622_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338716', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6579,Curso de Capacitação de Profissionais dos Núcleos de Apoio á Saúde da Família - NASF MS,180,11,UFMS,Universidade Federal do Mato Grosso do Sul,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6579_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338727', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28640,Curso de Capacitação em saúde Mental e trabalho em rede: demandas relacionadas ao consumo de álcool e outras drogas,120,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28640_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338732', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28601,Curso de Capacitação Profissional em Implantação e Gerenciamento do Serviço de Atenção Domiciliar,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28601_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338738', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43899,Curso de Capacitação Profissional em Princípios do Cuidado Domiciliar 1,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/43899_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338744', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Curso de Especialização em Atenção Básica em Saúde da Família,360,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/379_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338749', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44885,Curso de Especialização em Atenção Domiciliar,360,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/44885_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338753', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45006,Curso de Especialização em Gestão do Cuidado em Saúde da Família,360,4511581,UFAL,Universidade Federal de Alagoas,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/45006_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338758', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Curso de Especialização em Saúde Coletiva com Concentração em Gestão da Atenção Básica - Ênfase em Saúde da Família (PROVAB),480,1297001,UFBA,Universidade Federal da Bahia,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/581_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338762', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45094,Curso de Especialização em Saúde Coletiva: concentração em Atenção Básica - Saúde da Família,374,1297001,UFBA,Universidade Federal da Bahia,Ensino a Distância,Pós-Graduação,Especialização,https://ppuview.unasus.gov.br/arouca_imagens/45094_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:24:50.338766', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
